index,cwe key word,matched key word,file,func,hunk,function_name,note,repo,branch,url,testcase
31,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},22(21),4,24,"[None, 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getDistributedObjectName', 'getRequiredPermission', 'getMethodName', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', None, 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission']",,hazelcast,['remotes/origin/data-migration-5.3'],https://github.com/hazelcast/hazelcast/commit/e9d9b6dc3e46b147071c97a2d92a496479ef7439,0
32,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},22(22),5,27,"[None, 'get', None, 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getDistributedObjectName', 'getRequiredPermission', 'getMethodName', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', None, 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission', 'getRequiredPermission']",,hazelcast,[''],https://github.com/hazelcast/hazelcast/commit/1eec447afaff529381e8cf8af07b368b2665883c,0
33,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,1,[None],,htmlunit,"['master', 'remotes/origin/HEAD -> origin/master', 'remotes/origin/dependabot/github_actions/actions/setup-java-4.3.0', 'remotes/origin/dependabot/maven/com.github.spotbugs-spotbugs-maven-plugin-4.8.6.3', 'remotes/origin/dependabot/maven/log4j.version-2.24.0', 'remotes/origin/dependabot/maven/org.apache.maven.plugins-maven-gpg-plugin-3.2.6', 'remotes/origin/dependabot/maven/org.apache.maven.plugins-maven-javadoc-plugin-3.10.0', 'remotes/origin/dependabot/maven/selenium.version-4.24.0', 'remotes/origin/master', 'remotes/origin/pulls/1091955185/748', 'remotes/origin/towards5']",https://github.com/HtmlUnit/htmlunit/commit/e015082aa909fd9e1c2b5f9b26553ddc0ddbbcab,0
34,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(2),1,2,"[None, None]",,inlong,"['master', 'remotes/origin/HEAD -> origin/master', 'remotes/origin/branch-1.10', 'remotes/origin/branch-1.11', 'remotes/origin/branch-1.12', 'remotes/origin/branch-1.13', 'remotes/origin/master', 'remotes/origin/release-1.10.0', 'remotes/origin/release-1.11.0', 'remotes/origin/release-1.12.0', 'remotes/origin/release-1.13.0']",https://github.com/apache/inlong/commit/1607837be28438c0ccae8da15afb653f2afed090,1
35,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),1,1,[None],,spring-framework,['remotes/origin/5.3.x'],https://github.com/spring-projects/spring-framework/commit/7ec5c994c147f0e168149498b1c9d4a249d69e87,1
36,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),1,1,[None],,spring-framework,['remotes/origin/6.0.x'],https://github.com/spring-projects/spring-framework/commit/b11ff966521cd1b4038b3b0d876ff0956e7ca8de,1
37,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),1,1,[None],,spring-framework,"['main', 'remotes/origin/6.1.x', 'remotes/origin/HEAD -> origin/main', 'remotes/origin/main']",https://github.com/spring-projects/spring-framework/commit/120ea0a51c63171e624ca55dbd7cae627d53a042,1
38,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/8.5.x'],https://github.com/apache/tomcat/commit/0cac540a882220231ba7a82330483cbd5f6b1f96,1
39,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/10.1.x'],https://github.com/apache/tomcat/commit/d07c82194edb69d99b438828fe2cbfadbb207843,1
40,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/9.0.x'],https://github.com/apache/tomcat/commit/8e03be9f2698f2da9027d40b9e9c0c9429b74dc0,1
41,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,"['main', 'remotes/origin/11.0.x', 'remotes/origin/HEAD -> origin/main', 'remotes/origin/main']",https://github.com/apache/tomcat/commit/810f49d5ff6d64b704af85d5b8d0aab9ec3c83f5,1
42,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/8.5.x'],https://github.com/apache/tomcat/commit/0cac540a882220231ba7a82330483cbd5f6b1f96,1
43,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/10.1.x'],https://github.com/apache/tomcat/commit/d07c82194edb69d99b438828fe2cbfadbb207843,1
44,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,"['main', 'remotes/origin/11.0.x', 'remotes/origin/HEAD -> origin/main', 'remotes/origin/main']",https://github.com/apache/tomcat/commit/810f49d5ff6d64b704af85d5b8d0aab9ec3c83f5,1
45,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},2(1),1,3,"[None, None, None]",,tomcat,['remotes/origin/9.0.x'],https://github.com/apache/tomcat/commit/8e03be9f2698f2da9027d40b9e9c0c9429b74dc0,1
46,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),2,5,"[None, None, None, None, 'dir']",,htmlpublisher-plugin,"['master', 'remotes/origin/HEAD -> origin/master', 'remotes/origin/dependabot/maven/io.jenkins.tools.bom-bom-2.440.x-3358.vea_fa_1f41504d', 'remotes/origin/dependabot/maven/org.jenkins-ci.plugins-plugin-4.87', 'remotes/origin/dependabot/maven/org.owasp.encoder-encoder-1.3.1', 'remotes/origin/master']",https://github.com/jenkinsci/htmlpublisher-plugin/commit/8bf2e2297a86ad50f7567fb953b2f8ec18b2891b,0
47,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),2,4,"[None, 'getJdbcUrl', None, None]",,dolphinscheduler,"['dev', 'remotes/origin/3.2.1-prepare', 'remotes/origin/3.2.1-release', 'remotes/origin/3.2.2-prepare', 'remotes/origin/3.2.2-release', 'remotes/origin/HEAD -> origin/dev', 'remotes/origin/dev', 'remotes/origin/dev_wenjun_refactorMaster']",https://github.com/apache/dolphinscheduler/commit/309c8c97a9b9003244496dedc7861a5026f9441a,0
48,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),1,1,[None],,git-server-plugin,"['master', 'remotes/origin/HEAD -> origin/master', 'remotes/origin/dependabot/maven/io.jenkins.tools.bom-bom-2.440.x-3307.v2769886db_63b_', 'remotes/origin/dependabot/maven/org.eclipse.jgit-org.eclipse.jgit.ssh.apache-6.10.0.202406032230-r', 'remotes/origin/dependabot/maven/org.jenkins-ci.plugins-plugin-4.87', 'remotes/origin/master']",https://github.com/jenkinsci/git-server-plugin/commit/068ac7cc2574882ef9f5a486e001228a71d881ad,0
49,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),6,11,"[None, None, 'remove', 'contains', 'contains', 'contains', None, 'appendAll', 'get', 'build', None]",,struts,['remotes/origin/release/struts-6-3-x'],https://github.com/apache/struts/commit/d8c69691ef1d15e76a5f4fcf33039316da2340b6,0
50,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},1(1),5,8,"[None, None, 'remove', 'contains', None, 'appendAll', 'get', 'get']",,struts,['remotes/origin/release/struts-2-5-x'],https://github.com/apache/struts/commit/162e29fee9136f4bfd9b2376da2cbf590f9ea163,0
51,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},10(8),2,26,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'extractPayload', 'extractPayload', 'extractPayload', 'extractPayload', None, None, None, None, None, None, None]",,graylog2-server,"['remotes/origin/5.2', 'remotes/origin/issue-18288-5.2']",https://github.com/Graylog2/graylog2-server/commit/7f8ef7fa8edf493106d5ef6f777d4da02c5194d9#diff-f9147c088b0c6c14d129a631c0bd352de6469624948c0ebf2af2c8119071c8cdR228,0
52,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},9(8),2,26,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'extractPayload', 'extractPayload', 'extractPayload', 'extractPayload', None, None, None, None, None, None, None]",,graylog2-server,['remotes/origin/5.1'],https://github.com/Graylog2/graylog2-server/commit/75ef2b8d60e7d67f859b79fe712c8ae7b2e861d8,0
53,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},4(2),2,7,"[None, None, 'setAllowSerializedHeaders', None, None, None, None]",,camel,"['main', 'remotes/origin/CAMEL-21207', 'remotes/origin/HEAD -> origin/main', 'remotes/origin/camel-4.4.x', 'remotes/origin/camel-4.5.x', 'remotes/origin/camel-4.6.x', 'remotes/origin/camel-4.7.x', 'remotes/origin/camel-4.8.x', 'remotes/origin/dependabot/maven/org.graalvm.js-js-language-24.1.0', 'remotes/origin/dependabot/npm_and_yarn/docs/gulp-5.0.0', 'remotes/origin/kafka-pause', 'remotes/origin/main', 'remotes/origin/regen', 'remotes/origin/regen-main', 'remotes/origin/regen_bot', 'remotes/origin/regen_bot_40x', 'remotes/origin/regen_bot_sbom', 'remotes/origin/use-writer']",https://github.com/apache/camel/commit/c7aa49f8c83b0aca3b62984b6ccfe0a3d3bcee4f,0
54,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},3(2),2,7,"[None, None, 'setAllowSerializedHeaders', None, None, None, None]",,camel,['remotes/origin/camel-4.0.x'],https://github.com/apache/camel/commit/d12927b4884d60392cce59fe16bb0260cc4bcdca,0
55,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},3(2),2,7,"[None, None, 'setAllowSerializedHeaders', None, None, None, None]",,camel,['remotes/origin/camel-3.22.x'],https://github.com/apache/camel/commit/8a5202a50aed508a2cb6ae2f6ea74184e0bcf62c,0
56,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},3(2),2,7,"[None, None, 'setAllowSerializedHeaders', None, None, None, None]",,camel,['remotes/origin/camel-3.21.x'],https://github.com/apache/camel/commit/1c0b303f1dd2ada62294b6f7607e16404953ebc7,0
57,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},10(10),15,28,"['prepare', 'tearDown', 'prepare', 'public void createNode', 'public void createNode', 'public void createNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public Stat setData', 'public Stat setData', 'public Stat setData', 'setSessionTimeout', 'public int sendResponse', 'getSessionTimeout', None, 'protected ByteBuffer[] serialize', None, 'default boolean removeWatcher', 'default boolean removeWatcher', 'removeWatcher', 'triggerWatch', 'public WatcherOrBitSet triggerWatch', 'processDeadWatchers', 'triggerWatch', 'public WatcherOrBitSet triggerWatch']",,zookeeper,['remotes/origin/branch-3.9'],https://github.com/apache/zookeeper/commit/daf7cfd04005cff1a4f7cab5ab13d41db88d0cd8,0
58,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},10(10),15,28,"['prepare', 'tearDown', 'prepare', 'public void createNode', 'public void createNode', 'public void createNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public Stat setData', 'public Stat setData', 'public Stat setData', 'setSessionTimeout', 'public int sendResponse', 'getSessionTimeout', None, 'protected ByteBuffer[] serialize', None, 'default boolean removeWatcher', 'default boolean removeWatcher', 'removeWatcher', 'triggerWatch', 'public WatcherOrBitSet triggerWatch', 'processDeadWatchers', 'triggerWatch', 'public WatcherOrBitSet triggerWatch']",,zookeeper,['remotes/origin/branch-3.9'],https://github.com/apache/zookeeper/commit/daf7cfd04005cff1a4f7cab5ab13d41db88d0cd8,0
59,"{'CWE-79': ['XSS', 'Cross Site Scripting']}",{'CWE-79': ['XSS']},10(10),15,28,"['prepare', 'tearDown', 'prepare', 'public void createNode', 'public void createNode', 'public void createNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public void deleteNode', 'public Stat setData', 'public Stat setData', 'public Stat setData', 'setSessionTimeout', 'public int sendResponse', 'getSessionTimeout', None, 'protected ByteBuffer[] serialize', None, 'default boolean addWatch', 'default boolean addWatch', 'removeWatcher', 'triggerWatch', 'public WatcherOrBitSet triggerWatch', 'processDeadWatchers', 'triggerWatch', 'public WatcherOrBitSet triggerWatch']",,zookeeper,['remotes/origin/branch-3.7'],https://github.com/apache/zookeeper/commit/29c7b9462681f47c2ac12e609341cf9f52abac5c,0
