CVE-2023-50380,ambari contrib wfmanager,2.7.3.2.19-2.7.3.2.19,https://github.com/apache/ambari/commit/d9652e4611ea36208d5f748028b3a9cd980e6edb
CVE-2024-28150,HTML Publisher plugin,0.7-1.32,https://github.com/jenkinsci/htmlpublisher-plugin/commit/c0eed940e65ea90f9b5ba21aa3d953546d5cd8ad
CVE-2024-23636,sofa-rpc-all,5.3.0-5.11.1,https://github.com/sofastack/sofa-rpc/commit/d08e25824ae9feaf0876adba9acd2938f34759b1
CVE-2022-34321,Pulsar Proxy,2.6.0-2.10.5,https://github.com/apache/pulsar/commit/084347c801185f14e42e7d399327092efbed101f
CVE-2022-34321,Pulsar Proxy,2.11.0-2.11.2,https://github.com/apache/pulsar/commit/c644849b2dd21c824eaaeeb5b5482df7e492f49a
CVE-2022-34321,Pulsar Proxy,3.0.0-3.0.1,https://github.com/apache/pulsar/commit/a302772e391c6162e9e9554d217e2fb88915d047
CVE-2022-34321,Pulsar Proxy,3.1.0-3.1.0,https://github.com/apache/pulsar/commit/fd6c4f817c3d8c9e6e8afffe5080637ef9727e56
CVE-2024-22257,spring-security-core,5.8.0-M1-5.8.10,https://github.com/spring-projects/spring-security/commit/5a7f12f1a9fdb4edaab6f61495f1d781a7273b61
CVE-2024-22257,spring-security-core,2.0-M1-5.7.11,https://github.com/spring-projects/spring-security/commit/5a7f12f1a9fdb4edaab6f61495f1d781a7273b61
CVE-2024-22257,spring-security-core,6.2.0-M1-6.2.2,https://github.com/spring-projects/spring-security/commit/5a7f12f1a9fdb4edaab6f61495f1d781a7273b61
CVE-2024-22257,spring-security-core,6.1.0-M1-6.1.7,https://github.com/spring-projects/spring-security/commit/5a7f12f1a9fdb4edaab6f61495f1d781a7273b61
CVE-2024-1143,Central Dogma (centraldogma-server),0.34.0-0.63.3,https://github.com/line/centraldogma/commit/8edcf913b88101aff70008156b0881850e005783
CVE-2023-45859,hazelcast,5.3.0-BETA-1-5.3.4,https://github.com/hazelcast/hazelcast/commit/e9d9b6dc3e46b147071c97a2d92a496479ef7439
CVE-2023-45859,hazelcast,3.5-EA-5.2.4,https://github.com/hazelcast/hazelcast/commit/1eec447afaff529381e8cf8af07b368b2665883c
CVE-2023-49093,HtmlUnit,3.0.0-3.8.0,https://github.com/HtmlUnit/htmlunit/commit/e015082aa909fd9e1c2b5f9b26553ddc0ddbbcab
CVE-2023-51784,Apache InLong - Manager Pojo,1.3.0-1.9.0,https://github.com/apache/inlong/commit/1607837be28438c0ccae8da15afb653f2afed090	
CVE-2024-22243,Spring Web,3.1.0.RC1-5.3.31,https://github.com/spring-projects/spring-framework/commit/7ec5c994c147f0e168149498b1c9d4a249d69e87
CVE-2024-22243,Spring Web,6.0.0-M1-6.0.16,https://github.com/spring-projects/spring-framework/commit/b11ff966521cd1b4038b3b0d876ff0956e7ca8de
CVE-2024-22243,Spring Web,6.1.0-M1-6.1.3,https://github.com/spring-projects/spring-framework/commit/120ea0a51c63171e624ca55dbd7cae627d53a042
CVE-2024-24549,tomcat-embed-core,8.5.0-8.5.98,https://github.com/apache/tomcat/commit/0cac540a882220231ba7a82330483cbd5f6b1f96
CVE-2024-24549,tomcat-embed-core,10.0.0-M1-10.1.18,https://github.com/apache/tomcat/commit/d07c82194edb69d99b438828fe2cbfadbb207843
CVE-2024-24549,tomcat-embed-core,9.0.0-M1-9.0.85,https://github.com/apache/tomcat/commit/8e03be9f2698f2da9027d40b9e9c0c9429b74dc0
CVE-2024-24549,tomcat-embed-core,11.0.0-M1-11.0.0-M16,https://github.com/apache/tomcat/commit/810f49d5ff6d64b704af85d5b8d0aab9ec3c83f5
CVE-2024-24549,tomcat-coyote,8.5.0-8.5.98,https://github.com/apache/tomcat/commit/0cac540a882220231ba7a82330483cbd5f6b1f96
CVE-2024-24549,tomcat-coyote,10.0.0-M1-10.1.18,https://github.com/apache/tomcat/commit/d07c82194edb69d99b438828fe2cbfadbb207843
CVE-2024-24549,tomcat-coyote,11.0.0-M1-11.0.0-M16,https://github.com/apache/tomcat/commit/810f49d5ff6d64b704af85d5b8d0aab9ec3c83f5
CVE-2024-24549,tomcat-coyote,9.0.0-M1-9.0.85,https://github.com/apache/tomcat/commit/8e03be9f2698f2da9027d40b9e9c0c9429b74dc0
CVE-2024-28149,HTML Publisher plugin,0.7-1.32,https://github.com/jenkinsci/htmlpublisher-plugin/commit/8bf2e2297a86ad50f7567fb953b2f8ec18b2891b
CVE-2023-51770,dolphinscheduler-datasource-mysql,2.0.1-3.2.0,https://github.com/apache/dolphinscheduler/commit/309c8c97a9b9003244496dedc7861a5026f9441a
CVE-2024-23899,Jenkins Git server Plugin,1.0-99.va_0826a_b_cdfa_d,https://github.com/jenkinsci/git-server-plugin/commit/068ac7cc2574882ef9f5a486e001228a71d881ad
CVE-2023-50164,Struts 2 Core,6.0.0-6.3.0.1,https://github.com/apache/struts/commit/d8c69691ef1d15e76a5f4fcf33039316da2340b6
CVE-2023-50164,Struts 2 Core,2.5-atlassian-1-atlassian-1-2.5.32,https://github.com/apache/struts/commit/162e29fee9136f4bfd9b2376da2cbf590f9ea163
CVE-2024-24824,Graylog,5.2.0-alpha.1-5.2.3,https://github.com/Graylog2/graylog2-server/commit/7f8ef7fa8edf493106d5ef6f777d4da02c5194d9#diff-f9147c088b0c6c14d129a631c0bd352de6469624948c0ebf2af2c8119071c8cdR228
CVE-2024-24824,Graylog,2.0.0-5.1.10,https://github.com/Graylog2/graylog2-server/commit/75ef2b8d60e7d67f859b79fe712c8ae7b2e861d8
CVE-2024-23114,Camel :: Cassandra CQL,4.1.0-4.3.0,https://github.com/apache/camel/commit/c7aa49f8c83b0aca3b62984b6ccfe0a3d3bcee4f
CVE-2024-23114,Camel :: Cassandra CQL,4.0.0-M1-4.0.3,https://github.com/apache/camel/commit/d12927b4884d60392cce59fe16bb0260cc4bcdca
CVE-2024-23114,Camel :: Cassandra CQL,3.22.0-3.22.0,https://github.com/apache/camel/commit/8a5202a50aed508a2cb6ae2f6ea74184e0bcf62c
CVE-2024-23114,Camel :: Cassandra CQL,2.15.0-3.21.3,https://github.com/apache/camel/commit/1c0b303f1dd2ada62294b6f7607e16404953ebc7
CVE-2024-23944,Apache ZooKeeper - Server,3.8.0-3.8.3,https://github.com/apache/zookeeper/commit/daf7cfd04005cff1a4f7cab5ab13d41db88d0cd8
CVE-2024-23944,Apache ZooKeeper - Server,3.9.0-3.9.1,https://github.com/apache/zookeeper/commit/daf7cfd04005cff1a4f7cab5ab13d41db88d0cd8
CVE-2024-23944,Apache ZooKeeper - Server,3.6.0-3.7.2,https://github.com/apache/zookeeper/commit/29c7b9462681f47c2ac12e609341cf9f52abac5c
CVE-2024-23689,ClickHouse Java Client,0.3.2-patch1-0.4.5,https://github.com/ClickHouse/clickhouse-java/commit/4f8d9303eb991b39ec7e7e34825241efa082238a
CVE-2024-23689,ClickHouse JDBC Driver,0.3.2-patch1-0.4.5,https://github.com/ClickHouse/clickhouse-java/commit/4f8d9303eb991b39ec7e7e34825241efa082238a
CVE-2024-23689,ClickHouse R2DBC Driver,0.4.0-0.4.5,https://github.com/ClickHouse/clickhouse-java/commit/4f8d9303eb991b39ec7e7e34825241efa082238a
CVE-2023-51775,jose4j,0.3.6-0.9.3,https://bitbucket.org/b_c/jose4j/commits/1afaa1e174b3
CVE-2024-22369,Camel :: SQL,4.1.0-4.3.0,https://github.com/apache/camel/commit/c23df082b024df2126953d65675d8f4df7895395
CVE-2024-22369,Camel :: SQL,3.22.0-3.22.0,https://github.com/apache/camel/commit/f71ee8f384523c75daa89934209d8cee04e9fca3
CVE-2024-22369,Camel :: SQL,4.0.0-M1-4.0.3,https://github.com/apache/camel/commit/7c90d516ef238be22369bfbf1500a2742ccc02e2
CVE-2024-22369,Camel :: SQL,2.6.0-3.21.3,https://github.com/apache/camel/commit/9fb66ee02463bf26909bd90ffa41e5fd36a72085
CVE-2024-22201,Jetty :: HTTP2 :: Common,9.3.0.M0-9.4.53.v20231009,https://github.com/jetty/jetty.project/commit/86586df0a8a4d9c6b5af9a621ad1adf1b494d39b
CVE-2024-22201,Jetty :: HTTP2 :: Common,10.0.0-alpha0-10.0.19,https://github.com/jetty/jetty.project/commit/86586df0a8a4d9c6b5af9a621ad1adf1b494d39b
CVE-2024-22201,Jetty :: HTTP2 :: Common,11.0.0-alpha0-11.0.19,https://github.com/jetty/jetty.project/commit/86586df0a8a4d9c6b5af9a621ad1adf1b494d39b
CVE-2024-22201,Jetty :: HTTP3 :: Common,11.0.8-11.0.19,https://github.com/jetty/jetty.project/commit/0839a208cdc3fcfe25206a77af59ba9fda260188
CVE-2024-22201,Jetty :: HTTP3 :: Common,10.0.8-10.0.19,https://github.com/jetty/jetty.project/commit/0839a208cdc3fcfe25206a77af59ba9fda260188
CVE-2024-22201,Core :: HTTP3 :: Common,12.0.0.alpha0-12.0.5,https://github.com/jetty/jetty.project/commit/0839a208cdc3fcfe25206a77af59ba9fda260188
CVE-2024-22201,Core :: HTTP2 :: Common,12.0.0.alpha0-12.0.5,https://github.com/jetty/jetty.project/commit/0839a208cdc3fcfe25206a77af59ba9fda260188
CVE-2023-46604,ActiveMQ :: Openwire Legacy Support,5.8.0-5.15.15,https://github.com/apache/activemq/commit/9905e2a5bf9862a049f94ce0a2465b0c7ad52436
CVE-2023-46604,ActiveMQ :: Openwire Legacy Support,5.16.0-5.16.6,https://github.com/apache/activemq/commit/22442b2385b1000312aec3d19e510131d595a5fc
CVE-2023-46604,ActiveMQ :: Openwire Legacy Support,5.17.0-5.17.5,https://github.com/apache/activemq/commit/d0ccdd31544ada83185554c87c7aa141064020f0
CVE-2023-46604,ActiveMQ :: Openwire Legacy Support,5.18.0-5.18.2,https://github.com/apache/activemq/commit/958330df26cf3d5cdb63905dc2c6882e98781d8f
CVE-2023-46604,ActiveMQ :: Client,5.17.0-5.17.5,https://github.com/apache/activemq/commit/d0ccdd31544ada83185554c87c7aa141064020f0
CVE-2023-46604,ActiveMQ :: Client,5.8.0-5.15.15,https://github.com/apache/activemq/commit/9905e2a5bf9862a049f94ce0a2465b0c7ad52436
CVE-2023-46604,ActiveMQ :: Client,5.18.0-5.18.2,https://github.com/apache/activemq/commit/958330df26cf3d5cdb63905dc2c6882e98781d8f
CVE-2023-46604,ActiveMQ :: Client,5.16.0-5.16.6,https://github.com/apache/activemq/commit/22442b2385b1000312aec3d19e510131d595a5fc
CVE-2023-49250,dolphinscheduler-common,1.2.0-3.2.0,https://github.com/apache/dolphinscheduler/commit/a0bc778bafc29d2d65bc9ed66db0fa51e6860809
CVE-2024-28752,Apache CXF Runtime Aegis Databinding,4.0.0-4.0.3,https://github.com/apache/cxf/commit/d0baeb3ee64c6d7c883bd2f5c4cb0de6b0b5f463
CVE-2024-28752,Apache CXF Runtime Aegis Databinding,2.0.6-3.5.7,https://github.com/apache/cxf/commit/659a8f9b10bc8037774c0399e61e77e3955fd230
CVE-2024-28752,Apache CXF Runtime Aegis Databinding,3.6.0-3.6.2,https://github.com/apache/cxf/commit/f973751b67f79ea2b53fabb2f1762214b7d07131
CVE-2024-22234,spring-security-core,6.1.0-M1-6.1.6,https://github.com/spring-projects/spring-security/commit/750cb30ce44d279c2f54c845d375e6a58bded569
CVE-2024-22234,spring-security-core,6.2.0-6.2.1,https://github.com/spring-projects/spring-security/commit/750cb30ce44d279c2f54c845d375e6a58bded569
CVE-2024-23320,dolphinscheduler-master,3.0.0-alpha-3.2.0,https://github.com/apache/dolphinscheduler/commit/ca93aa8e260b4e227c054d42aca20b272574e851
CVE-2023-6394,Quarkus - SmallRye GraphQL - Runtime,2.14.0.CR1-3.5.2,a8926308caf746701c3e812a981276d38692b89f51d115da9607ebae1477e273
CVE-2023-6394,Quarkus - SmallRye GraphQL - Runtime,2.8.0.CR1-2.13.8.Final,https://github.com/quarkusio/quarkus/commit/c8e69bd467938e57972460db4398d04d26670ecb
CVE-2023-50740,linkis-metadata-query-service-jdbc,1.3.1-1.4.0,https://github.com/apache/linkis/commit/08cbcfca140afebae10e1582ee87721578719ded
CVE-2023-50740,linkis-configuration,1.3.1-1.4.0,https://github.com/apache/linkis/commit/08cbcfca140afebae10e1582ee87721578719ded
CVE-2023-50740,linkis-application-manager,1.3.1-1.4.0,https://github.com/apache/linkis/commit/08cbcfca140afebae10e1582ee87721578719ded
CVE-2023-50386,Apache Solr (module: core),6.0.0-8.11.2.7.1.9.0-387,https://github.com/apache/lucene-solr/commit/6c8f24eb9e3fe1cb19058173f2e221de3febfeda
CVE-2023-50386,Apache Solr (module: core),9.0.0-9.4.0,https://github.com/apache/solr/commit/c79011e81dada2f9bc4b4df32ffb32152ef81152
CVE-2024-23673,Apache Sling Servlets Resolver,2.1.0-2.10.0,https://github.com/apache/sling-org-apache-sling-servlets-resolver/commit/b54d4e6693e0bcd63a97a0328f4f065b8a81b75e
CVE-2023-51437,pulsar-broker-auth-sasl,2.4.0-candidate-1-2.11.2,https://github.com/apache/pulsar/commit/6274fa01a75d74d559bb7e514c970f1fc07d15bc
CVE-2023-51437,pulsar-broker-auth-sasl,3.0.0-3.0.1,https://github.com/apache/pulsar/commit/bc1019fa8ed37b8a4c8bb01e3662c6c015e1bc27
CVE-2023-51437,pulsar-broker-auth-sasl,3.1.0-3.1.0,https://github.com/apache/pulsar/commit/c27beca64cc93848c40a374f19eaf4d3cc4f4f03
CVE-2023-51441,axis,1.4-1.4,https://github.com/apache/axis-axis1-java/commit/685c309febc64aa393b2d64a05f90e7eb9f73e06
CVE-2023-37924,Submarine-Server Database ,0.7.0-0.7.0,https://github.com/apache/submarine/commit/4cd2af10499ac6dc4f82bda179d9f414a522abef
CVE-2024-28152,Bitbucket Branch Source Plugin,723.vbabdf19eb4c7-866.vdea_7dcd3008e,https://github.com/jenkinsci/bitbucket-branch-source-plugin/commit/28d74e8b4226bfc7524b412e34f7090784cc1a08
CVE-2023-26031,Apache Hadoop YARN NodeManager,3.3.1-3.3.4,https://github.com/apache/hadoop/commit/10e7ca481c8cd0548d903d39d8581291e533bf12
CVE-2024-23683,Ares,1.0.0-1.7.5,https://github.com/ls1intum/Ares/commit/af4f28a56e2fe600d8750b3b415352a0a3217392
CVE-2024-28151,HTML Publisher plugin,0.7-1.32,https://github.com/jenkinsci/htmlpublisher-plugin/commit/6b840248dd0d691bbac9b515cd750b3f925909b2
CVE-2024-21742,Apache James :: Mime4j :: Core,0.7-0.8.9,https://github.com/apache/james-mime4j/commit/9dec5df2a588fed8027839815daefa79ee66efd1#diff-b030cd98dcf3305783e5eb00df6f0580d1a01cb9ea5b978de7be659c7e5b08f7
CVE-2023-50291,Apache Solr (module: core),6.0.0-8.11.2.7.1.9.0-387,https://github.com/apache/solr/commit/659021c7d50164a3166887f24875228431b02102
CVE-2023-50291,Apache Solr (module: core),9.0.0-9.2.1,https://github.com/apache/solr/commit/98c198810f2cd934d23d0d80aadb570a2bbb3b8e
CVE-2017-20189,clojure,1.0.0-1.9.0-beta4,https://github.com/clojure/clojure/commit/271674c9b484d798484d134a5ac40a6df15d3ac3
CVE-2023-34034,spring-security-config,6.1.0-M1-6.1.1,https://github.com/spring-projects/spring-security/commit/7813a9ba26e53fe54e4d2ec6eb076126e8550780
CVE-2023-34034,spring-security-config,6.0.0-M1-6.0.4,https://github.com/spring-projects/spring-security/commit/7813a9ba26e53fe54e4d2ec6eb076126e8550780
CVE-2023-34034,spring-security-config,5.8.0-M1-5.8.4,https://github.com/spring-projects/spring-security/commit/7813a9ba26e53fe54e4d2ec6eb076126e8550780
CVE-2023-34034,spring-security-config,5.7.0-M1-5.7.9,https://github.com/spring-projects/spring-security/commit/7813a9ba26e53fe54e4d2ec6eb076126e8550780
CVE-2023-34034,spring-security-config,5.0.0.M1-5.6.11,https://github.com/spring-projects/spring-security/commit/7813a9ba26e53fe54e4d2ec6eb076126e8550780
CVE-2023-44794,sa-token-core,1.6.0-1.36.0,https://github.com/dromara/Sa-Token/commit/954efeb73277f924f836da2a25322ea35ee1bfa3
CVE-2023-3432,PlantUML,1.2021.15-1.2023.8,https://github.com/plantuml/plantuml/commit/b32500bb61ae617bb312496d6d832e4be8190797
CVE-2023-3432,PlantUML,1.2023.7-1.2023.8,https://github.com/plantuml/plantuml/commit/b32500bb61ae617bb312496d6d832e4be8190797
CVE-2024-23681,Ares,1.0.0-1.11.1,https://github.com/ls1intum/Ares/commit/6760caed2492956834f6e6141a9ca42000a9a550
CVE-2022-41678,ActiveMQ :: Assembly,4.1.1-5.16.5,https://github.com/apache/activemq/commit/6120169e563b55323352431dfe9ac67a8b4de6c2
CVE-2022-41678,ActiveMQ :: Assembly,5.17.0-5.17.3,https://github.com/apache/activemq/commit/6120169e563b55323352431dfe9ac67a8b4de6c2
CVE-2023-46502,opencrx-client,4.3-alpha-1-5.2.2,https://github.com/opencrx/opencrx/commit/ce7a71db0bb34ecbcb0e822d40598e410a48b399
CVE-2023-51785,Apache InLong - Manager Pojo,1.3.0-1.9.0,https://github.com/apache/inlong/commit/d674bfe28416aff728eabafc1f6b8bb9ba5a5b8e	
CVE-2012-2379,Apache CXF Runtime WS Security,2.5.0-2.5.3,https://github.com/apache/cxf/commit/440528d928be1e2030e7227b958c9c072847d9b2
CVE-2012-2379,Apache CXF Runtime WS Security,2.4.0-2.4.7,https://github.com/apache/cxf/commit/370fc698d2efa98278ccdb3b0204ef7290a37d08
CVE-2012-2379,Apache CXF Runtime WS Security,2.6.0-2.6.0,https://github.com/apache/cxf/commit/4500bf901cb2a7312291b6663045f28a95d2a0c4
CVE-2017-1000500,Keycloak WildFly Server Subsystem,3.1.0.Final-3.3.0.Final,https://github.com/keycloak/keycloak/commit/6082e492525419d9c4cc5571830187209a4c0430
CVE-2024-23682,Ares,1.2.0-1.7.6,https://github.com/ls1intum/Ares/commit/4c146ff85a0fa6022087fb0cffa6b8021d51101f
CVE-2016-3607,Core Servlet Container,3.2-b01-3.2-b06,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2016-3607,Core Servlet Container,3.0-b49-3.0,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2016-3607,Core Servlet Container,3.1-b01-3.1.1,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2016-3607,Core Servlet Container,3.0.1-b01-3.0.1,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2016-3607,Core Servlet Container,3.1.2-3.1.2.2,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2016-3607,Core Servlet Container,4.0-b33-4.1.2,https://github.com/payara/Payara/commit/ca683b8a9164bf236273eb3e5086a3e9d9242eff
CVE-2023-50764,Scriptler,318.v2031736b_0a_b_a_-342.v6a_89fd40f466,https://github.com/jenkinsci/scriptler-plugin/commit/bfa9b3085865d1cb9dce714770e87c4f2651fbf6
CVE-2020-11975,Apache Unomi :: Plugins :: Base Actions and Conditions,1.3.0-incubating-1.5.0,https://github.com/apache/unomi/commit/789ae8e820c507866b9c91590feebffa4e996f5e
CVE-2020-11975,Apache Unomi :: Plugins :: Base Actions and Conditions,1.0.0-incubating-1.2.0-incubating,https://github.com/apache/unomi/commit/789ae8e820c507866b9c91590feebffa4e996f5e
CVE-2023-50292,Apache Solr (module: core),8.10.0-8.11.2.7.1.9.0-387,https://github.com/apache/lucene-solr/commit/6e9ed203b30958396bdfd41760d426b386646865
CVE-2023-50292,Apache Solr (module: core),9.0.0-9.2.1,https://github.com/apache/lucene-solr/commit/6e9ed203b30958396bdfd41760d426b386646865
CVE-2023-29055,Apache Kylin - Core Common,2.0.0-4.0.3,https://github.com/apache/kylin/commit/b60d5ae694dffc2281bfe0ef464eada0b3a9b774
CVE-2023-48222,Rundeck library Rundeck,4.12.0-rc1-20230406-4.17.2-20231107,https://github.com/rundeck/rundeck/commit/03c4833c05a79a8e73d296980ffbd778e614e8f3
CVE-2023-22043,javafx-graphics,11-ea+19-21-ea+5,https://github.com/openjdk/jfx/commit/67c55e51e063d2f9e291ae8dc4877843fa51119c
CVE-2024-0758,MolecularFaces,0.2.0-0.2.0,https://github.com/ipb-halle/MolecularFaces/commit/4bf54aff74555214b4fcd3e81a31e07b900f472a
CVE-2023-50270,dolphinscheduler-api,1.2.0-3.2.0,https://github.com/apache/dolphinscheduler/commit/12f8138167f8481f66d52775b510457f532b56e4
CVE-2023-46131,Grails® framework,2.3.0.BUILD-SNAPSHOT-3.3.17.BUILD-SNAPSHOT,https://github.com/grails/grails-core/commit/74326bdd2cf7dcb594092165e9464520f8366c60
CVE-2023-46131,Grails® framework,4.0.0.BUILD-SNAPSHOT-4.1.3-SNAPSHOT,https://github.com/grails/grails-core/commit/c401faaa6c24c021c758b95f72304a0e855a8db3
CVE-2023-4759,JGit - Core,0.5.1.51-g96b2e76-6.6.0.202305301015-r,https://git.eclipse.org/c/jgit/jgit.git/commit/?id=9072103f3b3cf64dd12ad2949836ab98f62dabf1
CVE-2023-31579,lamp-core,3.4.0-3.7.0,https://github.com/dromara/lamp-cloud/commit/31f79b122d85ed1b4f354673212692aa8205437a
CVE-2023-31579,lamp-util,3.4.0-3.7.0,https://github.com/dromara/lamp-cloud/commit/31f79b122d85ed1b4f354673212692aa8205437a
CVE-2023-37544,Pulsar WebSocket,3.0.0-3.0.0,https://github.com/apache/pulsar/commit/894192fb6542e504be43034a3c33e90f9c6e528a
CVE-2023-37544,Pulsar WebSocket,2.11.0-2.11.1,https://github.com/apache/pulsar/commit/11ee36d0351644a006d2a8639bdcc714fb602358
CVE-2023-37544,Pulsar WebSocket,v1.19.0-incubating-2.10.4,https://github.com/apache/pulsar/commit/eac263e8f2a93d3b9f707b97c7bbcbc2a826569f
CVE-2023-6563,Keycloak Model JPA,14.0.0-20.0.5,https://github.com/keycloak/keycloak/commit/556146f961f7c8ddf64de15e2117a58d045f72b5
CVE-2023-51747,Apache James :: Server :: SMTP,3.8.0-3.8.0,https://github.com/apache/james-project/commit/d5cd8bb098aa78d8d62c9645f3c532689ef1cb03
CVE-2023-51747,Apache James :: Server :: SMTP,3.0-beta4-3.7.4,https://github.com/apache/james-project/commit/d1ef102540e504c067b6c1721a6f1e7eee9c6fc6
CVE-2024-24569,java-security-toolkit,1.0.1-1.1.1,https://github.com/pixee/java-security-toolkit/commit/b885b03c9cfae53d62d239037f9654d973dd54d9
CVE-2023-6291,Keycloak REST Services,1.2.0.Beta1-22.0.5,https://github.com/keycloak/keycloak/commit/1241bd291901667a13506d6fb123ba4344e618ee
CVE-2022-26112,Pinot Controller,0.10.0-0.10.0,https://github.com/apache/pinot/commit/b672af1b9f2ffdea1312207f63b5f8b90bdd1b56
CVE-2022-43401,Script Security Plugin,1.58-1183.v774b_0b_0a_a_451,https://github.com/jenkinsci/script-security-plugin/commit/85d16bd851b355458f6396dbc4f92c3e0eebcd72
CVE-2023-22602,Apache Shiro :: Support :: Spring,1.0.0-incubating-1.10.1,https://github.com/apache/shiro/commit/e167a712d6908be2a5c5f2c36fc10ab64a4b256a
CVE-2022-43403,Script Security Plugin,1.8-1172.v35f6a_0b_8207e,https://github.com/jenkinsci/script-security-plugin/commit/85d16bd851b355458f6396dbc4f92c3e0eebcd72
CVE-2022-43402,org.jenkins-ci.plugins.workflow:workflow-cps,1.12-beta-1-2802.v5ea_628154b_c2,https://github.com/jenkinsci/workflow-cps-plugin/commit/1af77ffcc773ffac4eb49956168b9778dca9a3b6	
CVE-2022-43404,Script Security Plugin,1.18-1172.v35f6a_0b_8207e,https://github.com/jenkinsci/script-security-plugin/commit/85d16bd851b355458f6396dbc4f92c3e0eebcd72
CVE-2024-26308,Apache Commons Compress,1.21-1.25.0,https://github.com/apache/commons-compress/commit/adda4c1829aaae45939e370f47b478ef7f3e7e33
CVE-2024-24823,Graylog,5.2.0-alpha.1-5.2.3,https://github.com/Graylog2/graylog2-server/commit/1596b749db86368ba476662f23a0f0c5ec2b5097
CVE-2024-24823,Graylog,4.3.0-5.1.10,https://github.com/Graylog2/graylog2-server/commit/1596b749db86368ba476662f23a0f0c5ec2b5097
CVE-2024-24823,Graylog,5.2.0-alpha.1-5.2.3,https://github.com/Graylog2/graylog2-server/commit/1596b749db86368ba476662f23a0f0c5ec2b5097
CVE-2024-24823,Graylog,4.3.0-5.1.10,https://github.com/Graylog2/graylog2-server/commit/1596b749db86368ba476662f23a0f0c5ec2b5097
CVE-2023-51518,Apache James :: Server,3.8.0-3.8.0,https://github.com/apache/james-project/commit/3f02586be84c0394bbe90900f0957354ea41e02c
CVE-2023-51518,Apache James :: Server,3.0-beta2-3.7.4,https://github.com/apache/james-project/commit/59bf9b9cdfaabbeb1de6971ce0bbbe230c9f8b36
